diaId visitId objectId ra dec mjd mag snr
14205 1641876 759 185.802167542 -33.2629254469 52403.075762 23.6522 7.25064
14591 1642054 1816 241.842757873 -8.22203783997 52403.171826 23.1758 10.2254
14648 1642082 1816 241.836006241 -8.21696526307 52403.185805 23.18 10.5721
14814 1642154 2129 260.39359665 -17.5232222475 52403.22038 23.6822 6.31921
14817 1642155 2129 260.393555374 -17.5231875011 52403.220833 23.682 6.18142
14819 1642155 2139 261.487703175 -19.5392977906 52403.220833 22.662 18.7565
14889 1642186 2129 260.392168058 -17.5220211017 52403.236004 23.6816 6.43808
14891 1642186 2139 261.484275224 -19.5382947856 52403.236004 22.6622 19.4745
14895 1642187 2129 260.392125392 -17.5219852656 52403.236469 23.6817 6.56311
15020 1642242 2659 297.925455272 -15.2948697432 52403.262412 22.8875 10.9098
15467 1642400 3230 324.021773824 -14.7033098889 52403.335109 23.4099 5.96228
15470 1642400 3232 326.188133821 -15.848206547 52403.335109 23.4061 5.98752
15870 1642532 3230 324.051283201 -14.6857659967 52403.39567 23.4368 7.99528
15874 1642532 3232 326.281099621 -15.8530143681 52403.39567 23.4972 7.47817
15980 1642560 3230 324.058016489 -14.6817433597 52403.409515 23.4406 8.25678
15984 1642560 3232 326.302290646 -15.8540842004 52403.409515 23.5097 7.64923
16561 1642900 2041 177.086342922 -0.841561630069 52404.133589 23.9964 16.5892
16569 1642902 2041 177.086089939 -0.842090938912 52404.134486 23.9931 16.3405
16577 1642903 2041 177.085964193 -0.842354114145 52404.134932 23.9865 15.837
16649 1642925 2041 177.082683188 -0.849240582253 52404.146604 23.9861 15.8112
16660 1642927 2041 177.082432415 -0.849768557193 52404.147499 23.9831 15.5869
17370 1643084 900 230.517264851 -19.4012039277 52404.22121 23.4603 36.9053
17394 1643088 1816 241.349347981 -7.82802678078 52404.223266 24.1057 18.013
17513 1643126 1816 241.340288803 -7.8213678686 52404.240547 24.1054 18.0793
17551 1643133 900 230.51463426 -19.3881674995 52404.24393 23.456 36.1311
17980 1643258 2209 304.898886412 -53.2255719166 52404.301524 23.1317 40.6212
18107 1643299 2209 304.900085774 -53.2285056055 52404.320987 23.1322 42.7442
18194 1643336 3232 327.753411939 -15.9177332908 52404.337816 24.568 7.64577
18199 1643338 3230 324.523347448 -14.4065477984 52404.338713 24.332 10.0592
18321 1643385 3232 327.78869252 -15.9193640274 52404.360797 24.6109 8.44696
18324 1643387 3230 324.534758884 -14.3996756368 52404.361694 24.3503 11.339
18444 1643413 3232 327.808287693 -15.9202594145 52404.373583 24.6178 8.56524
18595 1643446 3232 327.831133954 -15.9212930245 52404.388508 24.638 8.81042
19702 1643845 900 230.464031706 -18.8707861666 52405.150944 22.6835 47.1211
19915 1643888 900 230.461539977 -18.8586247775 52405.172442 22.6885 48.1233
20077 1643928 2129 260.218188139 -17.36582564 52405.190697 23.7829 13.4087
20221 1643975 2129 260.215733814 -17.3640606749 52405.212867 23.7829 14.503
20224 1643975 2139 261.033295578 -19.3998747092 52405.212867 22.7674 40.8442
21755 1644469 2041 176.656317338 -1.9466768495 52406.035409 23.233 15.0158
21875 1644516 2041 176.65038516 -1.960715182 52406.059961 23.2341 15.0266
22886 1644921 2209 305.01601469 -53.5150858449 52406.255254 22.4371 26.1438
22888 1644922 2209 305.016031541 -53.5151554417 52406.255702 22.4371 26.0471
22983 1644961 2209 305.016702908 -53.5179842554 52406.273939 22.4373 28.0576
22986 1644962 2209 305.016719123 -53.5180539448 52406.274389 22.4373 28.1054
23379 1645107 2659 299.893909098 -14.4201480948 52406.342512 22.9498 21.0868
23458 1645127 3232 330.887096481 -16.0286155381 52406.351721 23.4931 9.0252
23461 1645128 3232 330.887779113 -16.0286387365 52406.352168 23.4816 8.72636
23493 1645136 2659 299.902297632 -14.4162247485 52406.355842 22.9522 21.5821
23563 1645153 3232 330.905149016 -16.0292259257 52406.363549 23.4989 9.19702
23568 1645154 3232 330.90583236 -16.0292489008 52406.363997 23.5106 9.5071
23592 1645161 3230 325.566322885 -13.7755289025 52406.36713 23.4406 10.9053
23767 1645200 3230 325.575467148 -13.7698359769 52406.384873 23.4454 11.6425
