diaId visitId objectId ra dec mjd mag snr
17489 1643120 2125 256.555909538 -5.17327038365 52404.237727 19.7244 521.572
17645 1643162 2125 256.535641582 -5.16005399619 52404.257555 19.7333 526.448
18845 1643574 1931 115.983980688 -59.8198058474 52405.013452 23.3497 17.7932
18894 1643605 1931 115.996453882 -59.8183414505 52405.030053 23.3489 16.8186
18949 1643635 1051 194.013119254 -59.2897743915 52405.043898 22.679 42.4717
18996 1643665 1051 193.98893845 -59.3051886849 52405.058625 22.6807 42.907
19290 1643758 854 219.631930936 -20.8311771187 52405.105611 23.5781 18.5925
19351 1643769 1767 229.339300875 -1.33941835529 52405.110646 23.7657 12.3992
19508 1643803 854 219.623650289 -20.8274429544 52405.128927 23.5834 19.4081
19570 1643814 1767 229.328696667 -1.34188288595 52405.134345 23.7755 13.3346
19667 1643837 169 186.573933748 1.72478786478 52405.145202 21.6245 97.7159
19778 1643857 1236 256.270338968 -12.1570107531 52405.156386 22.162 60.325
19866 1643877 169 186.568019208 1.727729991 52405.166149 21.62 92.2262
19986 1643900 1236 256.271495805 -12.132309234 52405.17794 22.1914 63.8741
20043 1643918 2125 255.685218042 -4.54012897559 52405.186053 18.8875 596.272
20185 1643965 2125 255.662313556 -4.52544313872 52405.208224 18.9156 612.434
22047 1644584 1304 235.213771079 -20.6933299561 52406.093341 21.4195 76.2216
22202 1644628 1304 235.201932575 -20.6895577011 52406.116723 21.4261 82.4121
22459 1644703 2125 254.775666626 -3.89725101448 52406.153054 18.535 505.606
22899 1644926 198 310.496946307 -42.9610235037 52406.257489 21.4016 67.086
22972 1644956 198 310.513519675 -42.9560106391 52406.271469 21.4128 70.9732
